"Name","Fill_rate","Normal_capacity","Reserve","Date"
"Al Wahda","57.8","3522.25","2037.1","2019-08-03"
"El Kensera","33.3","216.4","72.1","2020-08-03"
"El Kensera","64","216.4","138.5","2019-08-03"
"Bin El Ouidane","27.4","1215.5","332.5","2020-08-03"
"Bin El Ouidane","54.5","1215.5","662.3","2019-08-03"
"Al Hanssali","19.2","668.2","128.5","2020-08-03"
"Al Hanssali","41.8","668.2","279.4","2019-08-03"
"Al Massira","15.2","2657","404.8","2020-08-03"
"Al Massira","19","2657","504.6","2019-08-03"
"Oued El Makhazine","90.9","672.9","611.6","2020-08-04"
"Oued El Makhazine","87.9","672.9","591.2","2019-08-04"
"Hassan II","28.8","392.3","113","2020-08-04"
"Hassan II","38.9","392.3","152.7","2019-08-04"
"Oued ZA","100","94.9","94.9","2020-08-04"
"Oued ZA","99.1","94.9","94","2019-08-04"
"Mohamed V","14.1","239.5","33.8","2020-08-04"
"Mohamed V","18.2","239.5","43.6","2019-08-04"
"Idriss 1er","72.1","1129.6","813.9","2020-08-04"
"Idriss 1er","86.1","1129.6","972.2","2019-08-04"
"Al Wahda","59.2","3522.25","2084.55","2020-08-04"
"Al Wahda","57.7","3522.25","2033.5","2019-08-04"
"El Kensera","33.2","216.4","71.9","2020-08-04"
"El Kensera","63.6","216.4","137.7","2019-08-04"
"Bin El Ouidane","27.2","1215.5","331.2","2020-08-04"
"Bin El Ouidane","54.5","1215.5","662.3","2019-08-04"
"Al Hanssali","19.3","668.2","129.3","2020-08-04"
"Al Hanssali","41.9","668.2","279.9","2019-08-04"
"Al Massira","15.2","2657","403.6","2020-08-04"
"Al Massira","19","2657","504.1","2019-08-04"
"Oued El Makhazine","90.7","672.9","610.2","2020-08-05"
"Oued El Makhazine","87.7","672.9","590.1","2019-08-05"
"Hassan II","28.7","392.3","112.7","2020-08-05"
"Hassan II","38.9","392.3","152.7","2019-08-05"
"Oued ZA","100","94.9","94.9","2020-08-05"
"Oued ZA","99.3","94.9","94.2","2019-08-05"
"Mohamed V","14.1","239.5","33.8","2020-08-05"
"Mohamed V","17.6","239.5","42.1","2019-08-05"
"Idriss 1er","71.8","1129.6","811.1","2020-08-05"
"Idriss 1er","85.9","1129.6","970.6","2019-08-05"
"Al Wahda","59.1","3522.25","2081.84","2020-08-05"
"Al Wahda","57.7","3522.25","2030.9","2019-08-05"
"El Kensera","33.2","216.4","71.8","2020-08-05"
"El Kensera","63.3","216.4","137.1","2019-08-05"
"Bin El Ouidane","27","1215.5","328.1","2020-08-05"
"Bin El Ouidane","54","1215.5","656.3","2019-08-05"
"Al Hanssali","19.5","668.2","130","2020-08-05"
"Al Hanssali","41.8","668.2","279.4","2019-08-05"
"Al Massira","15.2","2657","403.6","2020-08-05"
"Al Massira","19","2657","505.6","2019-08-05"
"Oued El Makhazine","90.5","672.9","608.8","2020-08-06"
"Oued El Makhazine","87.5","672.9","588.7","2019-08-06"
"Hassan II","28.6","392.3","112.2","2020-08-06"
"Hassan II","38.9","392.3","152.6","2019-08-06"
"Oued ZA","100","94.9","94.9","2020-08-06"
"Oued ZA","99.2","94.9","94.2","2019-08-06"
"Mohamed V","14.1","239.5","33.8","2020-08-06"
"Mohamed V","16.2","239.5","38.9","2019-08-06"
"Idriss 1er","71.5","1129.6","807.7","2020-08-06"
"Idriss 1er","85.8","1129.6","969","2019-08-06"
"Al Wahda","59","3522.25","2078.24","2020-08-06"
"Al Wahda","57.6","3522.25","2027.3","2019-08-06"
"El Kensera","33.1","216.4","71.7","2020-08-06"
"El Kensera","62.9","216.4","136.1","2019-08-06"
"Bin El Ouidane","27","1215.5","328.1","2020-08-06"
"Bin El Ouidane","53.7","1215.5","653.1","2019-08-06"
"Al Hanssali","19.4","668.2","129.7","2020-08-06"
"Al Hanssali","41.5","668.2","277.1","2019-08-06"
"Al Massira","15.1","2657","401.1","2020-08-06"
"Al Massira","19","2657","506","2019-08-06"
"Oued El Makhazine","90.2","672.9","607.1","2020-08-07"
"Oued El Makhazine","87.3","672.9","587.7","2019-08-07"
"Hassan II","28.6","392.3","112.1","2020-08-07"
"Hassan II","38.9","392.3","152.6","2019-08-07"
"Oued ZA","100","94.9","94.9","2020-08-07"
"Oued ZA","99.2","94.9","94.1","2019-08-07"
"Mohamed V","11.6","239.5","27.7","2020-08-07"
"Mohamed V","14.9","239.5","35.7","2019-08-07"
"Idriss 1er","71.3","1129.6","805.3","2020-08-07"
"Idriss 1er","85.6","1129.6","967","2019-08-07"
"Al Wahda","58.9","3522.25","2073.74","2020-08-07"
"Al Wahda","57.5","3522.25","2024.7","2019-08-07"
"El Kensera","33","216.4","71.5","2020-08-07"
"El Kensera","62.6","216.4","135.4","2019-08-07"
"Bin El Ouidane","26.8","1215.5","326","2020-08-07"
"Bin El Ouidane","53.5","1215.5","650.4","2019-08-07"
"Al Hanssali","19.2","668.2","128.6","2020-08-07"
"Al Hanssali","41.2","668.2","275.5","2019-08-07"
"Al Massira","15","2657","398.7","2020-08-07"
"Al Massira","19","2657","505.6","2019-08-07"
"Oued El Makhazine","90","672.9","605.6","2020-08-08"
"Oued El Makhazine","87.2","672.9","586.6","2019-08-08"
"Hassan II","28.6","392.3","112.1","2020-08-08"
"Hassan II","38.9","392.3","152.5","2019-08-08"
"Oued ZA","100","94.9","94.9","2020-08-08"
"Oued ZA","99","94.9","94","2019-08-08"
"Mohamed V","3.8","239.5","9","2020-08-08"
"Mohamed V","13.8","239.5","33.1","2019-08-08"
"Idriss 1er","71.1","1129.6","803.4","2020-08-08"
"Idriss 1er","85.5","1129.6","965.9","2019-08-08"
"Al Wahda","58.8","3522.25","2071.04","2020-08-08"
"Al Wahda","57.4","3522.25","2021.1","2019-08-08"
"El Kensera","32.9","216.4","71.3","2020-08-08"
"El Kensera","62.2","216.4","134.5","2019-08-08"
"Bin El Ouidane","26.2","1215.5","318.3","2020-08-08"
"Bin El Ouidane","53.2","1215.5","647.2","2019-08-08"
"Al Hanssali","19.1","668.2","127.3","2020-08-08"
"Al Hanssali","41.1","668.2","274.4","2019-08-08"
"Al Massira","15","2657","397.5","2020-08-08"
"Al Massira","19","2657","504.6","2019-08-08"
"Oued El Makhazine","89.9","672.9","604.6","2020-08-09"
"Oued El Makhazine","86.9","672.9","584.9","2019-08-09"
"Hassan II","28.6","392.3","112.2","2020-08-09"
"Hassan II","38.9","392.3","152.4","2019-08-09"
"Oued ZA","100","94.9","94.9","2020-08-09"
"Oued ZA","99","94.9","93.9","2019-08-09"
"Mohamed V","3.8","239.5","9","2020-08-09"
"Mohamed V","12.8","239.5","30.7","2019-08-09"
"Idriss 1er","70.9","1129.6","800.5","2020-08-09"
"Idriss 1er","85.4","1129.6","964.9","2019-08-09"
"Al Wahda","58.7","3522.25","2068.35","2020-08-09"
"Al Wahda","57.2","3522.25","2015.8","2019-08-09"
"El Kensera","32.9","216.4","71.3","2020-08-09"
"El Kensera","61.8","216.4","133.7","2019-08-09"
"Bin El Ouidane","25.9","1215.5","314.6","2020-08-09"
"Bin El Ouidane","53","1215.5","644.7","2019-08-09"
"Al Hanssali","19","668.2","127.1","2020-08-09"
"Al Hanssali","40.9","668.2","273.3","2019-08-09"
"Al Massira","15","2657","397.5","2020-08-09"
"Al Massira","19","2657","503.6","2019-08-09"
"Oued El Makhazine","89.7","672.9","603.5","2020-08-10"
"Oued El Makhazine","86.8","672.9","583.8","2019-08-10"
"Hassan II","28.6","392.3","112.1","2020-08-10"
"Hassan II","38.8","392.3","152.4","2019-08-10"
"Oued ZA","100","94.9","94.9","2020-08-10"
"Oued ZA","98.9","94.9","93.8","2019-08-10"
"Mohamed V","3.8","239.5","9","2020-08-10"
"Mohamed V","12.1","239.5","28.9","2019-08-10"
"Idriss 1er","70.7","1129.6","799.1","2020-08-10"
"Idriss 1er","85.3","1129.6","963.3","2019-08-10"
"Al Wahda","58.6","3522.25","2064.76","2020-08-10"
"Al Wahda","57.1","3522.25","2012.3","2019-08-10"
"El Kensera","32.9","216.4","71.2","2020-08-10"
"El Kensera","61.4","216.4","132.9","2019-08-10"
"Bin El Ouidane","25.9","1215.5","314.6","2020-08-10"
"Bin El Ouidane","52.9","1215.5","642.5","2019-08-10"
"Al Hanssali","18.9","668.2","126","2020-08-10"
"Al Hanssali","40.7","668.2","272.2","2019-08-10"
"Al Massira","15","2657","398.3","2020-08-10"
"Al Massira","19","2657","504.1","2019-08-10"
"Oued El Makhazine","89.4","672.9","601.8","2020-08-11"
"Oued El Makhazine","86.6","672.9","582.4","2019-08-11"
"Hassan II","28.6","392.3","112.1","2020-08-11"
"Hassan II","38.8","392.3","152.4","2019-08-11"
"Oued ZA","100","94.9","94.9","2020-08-11"
"Oued ZA","98.8","94.9","93.8","2019-08-11"
"Mohamed V","10.2","239.5","24.5","2020-08-11"
"Mohamed V","11.7","239.5","28","2019-08-11"
"Idriss 1er","70.7","1129.6","798.1","2020-08-11"
"Idriss 1er","85.1","1129.6","960.8","2019-08-11"
"Al Wahda","58.5","3522.25","2061.17","2020-08-11"
"Al Wahda","57","3522.25","2008.8","2019-08-11"
"El Kensera","32.9","216.4","71.2","2020-08-11"
"El Kensera","61.1","216.4","132.2","2019-08-11"
"Bin El Ouidane","25.6","1215.5","310.6","2020-08-11"
"Bin El Ouidane","52.7","1215.5","640.1","2019-08-11"
"Al Hanssali","18.6","668.2","124.6","2020-08-11"
"Al Hanssali","40.5","668.2","270.6","2019-08-11"
"Al Massira","14.9","2657","397.1","2020-08-11"
"Al Massira","18.9","2657","503.2","2019-08-11"
"Oued El Makhazine","89.2","672.9","600.4","2020-08-12"
"Oued El Makhazine","86.7","672.9","583.5","2019-08-12"
"Hassan II","28.6","392.3","112.1","2020-08-12"
"Hassan II","0.3","392.3","1.3","2019-08-12"
"Oued ZA","100","94.9","94.9","2020-08-12"
"Oued ZA","98.8","94.9","93.7","2019-08-12"
"Mohamed V","10.3","239.5","24.8","2020-08-12"
"Mohamed V","11.6","239.5","27.7","2019-08-12"
"Idriss 1er","70.4","1129.6","795.8","2020-08-12"
"Idriss 1er","84.9","1129.6","959.2","2019-08-12"
"Al Wahda","58.4","3522.25","2057.59","2020-08-12"
"Al Wahda","56.9","3522.25","2005.3","2019-08-12"
"El Kensera","32.9","216.4","71.1","2020-08-12"
"El Kensera","61.1","216.4","132.2","2019-08-12"
"Bin El Ouidane","25.5","1215.5","309.5","2020-08-12"
"Bin El Ouidane","52.7","1215.5","640.1","2019-08-12"
"Al Hanssali","18.5","668.2","123.4","2020-08-12"
"Al Hanssali","40.4","668.2","269.7","2019-08-12"
"Al Massira","14.9","2657","395.6","2020-08-12"
"Al Massira","19.6","2657","521","2019-08-12"
"Oued El Makhazine","89.1","672.9","599.3","2020-08-13"
"Oued El Makhazine","86.2","672.9","580.3","2019-08-13"
"Hassan II","28.6","392.3","112.1","2020-08-13"
"Hassan II","38.8","392.3","152.3","2019-08-13"
"Oued ZA","100","94.9","94.9","2020-08-13"
"Oued ZA","98.7","94.9","93.6","2019-08-13"
"Mohamed V","12.7","239.5","30.5","2020-08-13"
"Mohamed V","9.1","239.5","21.9","2019-08-13"
"Idriss 1er","70.2","1129.6","792.4","2020-08-13"
"Idriss 1er","84.8","1129.6","958.2","2019-08-13"
"Al Wahda","58.3","3522.25","2054.02","2020-08-13"
"Al Wahda","56.9","3522.25","2002.6","2019-08-13"
"El Kensera","32.8","216.4","71","2020-08-13"
"El Kensera","61.1","216.4","132.2","2019-08-13"
"Bin El Ouidane","25.4","1215.5","308.2","2020-08-13"
"Bin El Ouidane","52.3","1215.5","636.2","2019-08-13"
"Al Hanssali","18.3","668.2","122.3","2020-08-13"
"Al Hanssali","40.1","668.2","268.2","2019-08-13"
"Al Massira","14.9","2657","394.8","2020-08-13"
"Al Massira","19.6","2657","519.5","2019-08-13"
"Oued El Makhazine","88.9","672.9","597.9","2020-08-14"
"Oued El Makhazine","86.1","672.9","579.6","2019-08-14"
"Hassan II","28.6","392.3","112","2020-08-14"
"Hassan II","38.8","392.3","152.3","2019-08-14"
"Oued ZA","100","94.9","94.9","2020-08-14"
"Oued ZA","98.6","94.9","93.5","2019-08-14"
"Mohamed V","15.2","239.5","36.5","2020-08-14"
"Mohamed V","8","239.5","19.1","2019-08-14"
"Idriss 1er","70","1129.6","790.5","2020-08-14"
"Idriss 1er","84.6","1129.6","956.1","2019-08-14"
"Al Wahda","58.2","3522.25","2050.44","2020-08-14"
"Al Wahda","56.8","3522.25","2000","2019-08-14"
"El Kensera","32.8","216.4","70.9","2020-08-14"
"El Kensera","61","216.4","132.1","2019-08-14"
"Bin El Ouidane","25.3","1215.5","307.3","2020-08-14"
"Bin El Ouidane","52.2","1215.5","634.2","2019-08-14"
"Al Hanssali","18.1","668.2","120.9","2020-08-14"
"Al Hanssali","40","668.2","267.4","2019-08-14"
"Al Massira","14.9","2657","395.2","2020-08-14"
"Al Massira","19.4","2657","516.1","2019-08-14"
"Oued El Makhazine","88.7","672.9","596.8","2020-08-15"
"Oued El Makhazine","86","672.9","578.9","2019-08-15"
"Hassan II","28.6","392.3","112","2020-08-15"
"Hassan II","38.8","392.3","152.3","2019-08-15"
"Oued ZA","100","94.9","94.9","2020-08-15"
"Oued ZA","98.6","94.9","93.5","2019-08-15"
"Mohamed V","15.9","239.5","38.1","2020-08-15"
"Mohamed V","5.1","239.5","12.2","2019-08-15"
"Idriss 1er","69.6","1129.6","786.7","2020-08-15"
"Idriss 1er","84.4","1129.6","953.5","2019-08-15"
"Al Wahda","58.1","3522.25","2046.87","2020-08-15"
"Al Wahda","56.7","3522.25","1996.5","2019-08-15"
"El Kensera","32.7","216.4","70.9","2020-08-15"
"El Kensera","61","216.4","132.1","2019-08-15"
"Bin El Ouidane","25.2","1215.5","306.5","2020-08-15"
"Bin El Ouidane","52","1215.5","631.6","2019-08-15"
"Al Hanssali","17.9","668.2","119.7","2020-08-15"
"Al Hanssali","40","668.2","267.4","2019-08-15"
"Al Massira","14.9","2657","395.2","2020-08-15"
"Al Massira","19.2","2657","509.9","2019-08-15"
"Oued El Makhazine","88.5","672.9","595.8","2020-08-16"
"Oued El Makhazine","85.8","672.9","577.5","2019-08-16"
"Hassan II","28.6","392.3","112","2020-08-16"
"Hassan II","38.8","392.3","152.3","2019-08-16"
"Oued ZA","100","94.9","94.9","2020-08-16"
"Oued ZA","98.5","94.9","93.5","2019-08-16"
"Mohamed V","16.5","239.5","39.5","2020-08-16"
"Mohamed V","6.6","239.5","15.7","2019-08-16"
"Idriss 1er","69.4","1129.6","783.9","2020-08-16"
"Idriss 1er","84.3","1129.6","952","2019-08-16"
"Al Wahda","58","3522.25","2043.31","2020-08-16"
"Al Wahda","56.6","3522.25","1993.9","2019-08-16"
"El Kensera","32.7","216.4","70.8","2020-08-16"
"El Kensera","61","216.4","132","2019-08-16"
"Bin El Ouidane","25.2","1215.5","305.7","2020-08-16"
"Bin El Ouidane","51.8","1215.5","629.6","2019-08-16"
"Al Hanssali","17.7","668.2","118.4","2020-08-16"
"Al Hanssali","39.9","668.2","266.8","2019-08-16"
"Al Massira","14.9","2657","395.6","2020-08-16"
"Al Massira","19","2657","505.1","2019-08-16"
"Oued El Makhazine","88.4","672.9","594.7","2020-08-17"
"Oued El Makhazine","85.6","672.9","576.1","2019-08-17"
"Hassan II","28.6","392.3","112","2020-08-17"
"Hassan II","38.8","392.3","152.2","2019-08-17"
"Oued ZA","100","94.9","94.9","2020-08-17"
"Oued ZA","98.5","94.9","93.5","2019-08-17"
"Mohamed V","17.2","239.5","41.1","2020-08-17"
"Mohamed V","6.6","239.5","15.7","2019-08-17"
"Idriss 1er","69.1","1129.6","780.1","2020-08-17"
"Idriss 1er","84.1","1129.6","949.9","2019-08-17"
"Al Wahda","57.9","3522.25","2039.75","2020-08-17"
"Al Wahda","56.5","3522.25","1990.4","2019-08-17"
"El Kensera","32.4","216.4","70.2","2020-08-17"
"El Kensera","60.6","216.4","131.2","2019-08-17"
"Bin El Ouidane","25.1","1215.5","304.8","2020-08-17"
"Bin El Ouidane","51.8","1215.5","629.6","2019-08-17"
"Al Hanssali","17.5","668.2","117.2","2020-08-17"
"Al Hanssali","39.7","668.2","265.3","2019-08-17"
"Al Massira","14.9","2657","395.2","2020-08-17"
"Al Massira","18.8","2657","499.8","2019-08-17"
"Oued El Makhazine","88.3","672.9","594","2020-08-18"
"Oued El Makhazine","85.5","672.9","575","2019-08-18"
"Hassan II","28.5","392.3","112","2020-08-18"
"Hassan II","38.8","392.3","152.2","2019-08-18"
"Oued ZA","100","94.9","94.9","2020-08-18"
"Oued ZA","93.3","94.9","88.5","2019-08-18"
"Mohamed V","17.9","239.5","42.9","2020-08-18"
"Mohamed V","6.6","239.5","15.7","2019-08-18"
"Idriss 1er","68.8","1129.6","777.3","2020-08-18"
"Idriss 1er","83.9","1129.6","947.3","2019-08-18"
"Al Wahda","57.8","3522.25","2035.31","2020-08-18"
"Al Wahda","56.4","3522.25","1986","2019-08-18"
"El Kensera","32.1","216.4","69.4","2020-08-18"
"El Kensera","60.3","216.4","130.5","2019-08-18"
"Bin El Ouidane","24.9","1215.5","302.7","2020-08-18"
"Bin El Ouidane","51.3","1215.5","623.8","2019-08-18"
"Al Hanssali","17.3","668.2","115.9","2020-08-18"
"Al Hanssali","39.2","668.2","261.8","2019-08-18"
"Al Massira","14.9","2657","396","2020-08-18"
"Al Massira","18.8","2657","498.9","2019-08-18"
"Oued El Makhazine","88.1","672.9","592.6","2020-08-19"
"Oued El Makhazine","85.3","672.9","574","2019-08-19"
"Hassan II","28.5","392.3","112","2020-08-19"
"Hassan II","38.8","392.3","152.1","2019-08-19"
"Oued ZA","100","94.9","94.9","2020-08-19"
"Oued ZA","91.1","94.9","86.4","2019-08-19"
"Mohamed V","18.3","239.5","43.8","2020-08-19"
"Mohamed V","9.5","239.5","22.7","2019-08-19"
"Idriss 1er","68.5","1129.6","774","2020-08-19"
"Idriss 1er","83.6","1129.6","944.8","2019-08-19"
"Al Wahda","57.7","3522.25","2030.87","2020-08-19"
"Al Wahda","56.3","3522.25","1983.4","2019-08-19"
"El Kensera","31.8","216.4","68.8","2020-08-19"
"El Kensera","59.9","216.4","129.7","2019-08-19"
"Bin El Ouidane","24.7","1215.5","300","2020-08-19"
"Bin El Ouidane","51.2","1215.5","621.9","2019-08-19"
"Al Hanssali","17.2","668.2","114.7","2020-08-19"
"Al Hanssali","39.2","668.2","262.2","2019-08-19"
"Al Massira","14.9","2657","395.6","2020-08-19"
"Al Massira","18.8","2657","500.3","2019-08-19"
"Oued El Makhazine","87.9","672.9","591.6","2020-08-20"
"Oued El Makhazine","85.1","672.9","572.6","2019-08-20"
"Hassan II","28.5","392.3","112","2020-08-20"
"Hassan II","38.7","392.3","151.8","2019-08-20"
"Oued ZA","100","94.9","94.9","2020-08-20"
"Oued ZA","85.3","94.9","80.9","2019-08-20"
"Mohamed V","18.9","239.5","45.2","2020-08-20"
"Mohamed V","9.9","239.5","23.7","2019-08-20"
"Idriss 1er","68.2","1129.6","770.7","2020-08-20"
"Idriss 1er","83.4","1129.6","942.2","2019-08-20"
"Al Wahda","57.5","3522.25","2026.44","2020-08-20"
"Al Wahda","56.2","3522.25","1979.9","2019-08-20"
"El Kensera","31.4","216.4","68","2020-08-20"
"El Kensera","59.5","216.4","128.9","2019-08-20"
"Bin El Ouidane","24.4","1215.5","297.1","2020-08-20"
"Bin El Ouidane","50.9","1215.5","619.3","2019-08-20"
"Al Hanssali","17","668.2","113.7","2020-08-20"
"Al Hanssali","39.1","668.2","261.1","2019-08-20"
"Al Massira","14.9","2657","395.2","2020-08-20"
"Al Massira","18.8","2657","500.8","2019-08-20"
"Oued El Makhazine","87.7","672.9","590.1","2020-08-21"
"Oued El Makhazine","85.1","672.9","572.6","2019-08-21"
"Hassan II","28.5","392.3","112","2020-08-21"
"Hassan II","38.7","392.3","151.8","2019-08-21"
"Oued ZA","100","94.9","94.9","2020-08-21"
"Oued ZA","85.3","94.9","80.9","2019-08-21"
"Mohamed V","19.4","239.5","46.5","2020-08-21"
"Mohamed V","9.9","239.5","23.7","2019-08-21"
"Idriss 1er","68","1129.6","767.9","2020-08-21"
"Idriss 1er","83.4","1129.6","942.2","2019-08-21"
"Al Wahda","57.4","3522.25","2022.02","2020-08-21"
"Al Wahda","56.2","3522.25","1979.9","2019-08-21"
"El Kensera","31.2","216.4","67.5","2020-08-21"
"El Kensera","59.5","216.4","128.9","2019-08-21"
"Bin El Ouidane","24.3","1215.5","294.9","2020-08-21"
"Bin El Ouidane","50.9","1215.5","619.3","2019-08-21"
"Al Hanssali","16.7","668.2","111.6","2020-08-21"
"Al Hanssali","39.1","668.2","261.1","2019-08-21"
"Al Massira","14.8","2657","393.6","2020-08-21"
"Al Massira","18.8","2657","500.8","2019-08-21"
"Oued El Makhazine","87.5","672.9","589.1","2020-08-22"
"Oued El Makhazine","84.7","672.9","570.1","2019-08-22"
"Hassan II","28.5","392.3","112","2020-08-22"
"Hassan II","38.4","392.3","150.8","2019-08-22"
"Oued ZA","100","94.9","94.9","2020-08-22"
"Oued ZA","76.8","94.9","72.9","2019-08-22"
"Mohamed V","19.8","239.5","47.3","2020-08-22"
"Mohamed V","13.9","239.5","33.4","2019-08-22"
"Idriss 1er","67.7","1129.6","765.1","2020-08-22"
"Idriss 1er","83","1129.6","937.1","2019-08-22"
"Al Wahda","57.3","3522.25","2017.6","2020-08-22"
"Al Wahda","56","3522.25","1973.8","2019-08-22"
"El Kensera","30.9","216.4","66.9","2020-08-22"
"El Kensera","58.7","216.4","127.1","2019-08-22"
"Bin El Ouidane","24","1215.5","291.3","2020-08-22"
"Bin El Ouidane","50.5","1215.5","613.5","2019-08-22"
"Al Hanssali","16.2","668.2","108.5","2020-08-22"
"Al Hanssali","39","668.2","260.5","2019-08-22"
"Al Massira","14.8","2657","393.6","2020-08-22"
"Al Massira","18.9","2657","503.2","2019-08-22"
"Oued El Makhazine","87.4","672.9","588","2020-08-23"
"Oued El Makhazine","84.7","672.9","570.1","2019-08-23"
"Hassan II","28.5","392.3","111.9","2020-08-23"
"Hassan II","38.4","392.3","150.8","2019-08-23"
"Oued ZA","100","94.9","94.9","2020-08-23"
"Oued ZA","76.8","94.9","72.9","2019-08-23"
"Mohamed V","20","239.5","47.9","2020-08-23"
"Mohamed V","13.9","239.5","33.4","2019-08-23"
"Idriss 1er","67.5","1129.6","762.3","2020-08-23"
"Idriss 1er","83","1129.6","937.1","2019-08-23"
"Al Wahda","57.2","3522.25","2013.19","2020-08-23"
"Al Wahda","56","3522.25","1973.8","2019-08-23"
"El Kensera","30.6","216.4","66.2","2020-08-23"
"El Kensera","58.7","216.4","127.1","2019-08-23"
"Bin El Ouidane","23.7","1215.5","288.3","2020-08-23"
"Bin El Ouidane","50.5","1215.5","613.5","2019-08-23"
"Al Hanssali","16","668.2","106.7","2020-08-23"
"Al Hanssali","39","668.2","260.5","2019-08-23"
"Al Massira","14.8","2657","394","2020-08-23"
"Al Massira","18.9","2657","503.2","2019-08-23"
"Oued El Makhazine","87.2","672.9","587","2020-08-24"
"Oued El Makhazine","84.7","672.9","570.1","2019-08-24"
"Hassan II","28.5","392.3","111.9","2020-08-24"
"Hassan II","38.4","392.3","150.8","2019-08-24"
"Oued ZA","100","94.9","94.9","2020-08-24"
"Oued ZA","76.8","94.9","72.9","2019-08-24"
"Mohamed V","20.6","239.5","49.2","2020-08-24"
"Mohamed V","13.9","239.5","33.4","2019-08-24"
"Idriss 1er","67.2","1129.6","759.5","2020-08-24"
"Idriss 1er","83","1129.6","937.1","2019-08-24"
"Al Wahda","57","3522.25","2008.78","2020-08-24"
"Al Wahda","56","3522.25","1973.8","2019-08-24"
"El Kensera","30.3","216.4","65.5","2020-08-24"
"El Kensera","58.7","216.4","127.1","2019-08-24"
"Bin El Ouidane","23.5","1215.5","285.8","2020-08-24"
"Bin El Ouidane","50.5","1215.5","613.5","2019-08-24"
"Al Hanssali","15.6","668.2","104.1","2020-08-24"
"Al Hanssali","39","668.2","260.5","2019-08-24"
"Al Massira","14.9","2657","395.6","2020-08-24"
"Al Massira","18.9","2657","503.2","2019-08-24"
"Oued El Makhazine","87.1","672.9","585.9","2020-08-25"
"Oued El Makhazine","84.2","672.9","566.7","2019-08-25"
"Hassan II","28.5","392.3","111.9","2020-08-25"
"Hassan II","38","392.3","149.2","2019-08-25"
"Oued ZA","99.9","94.9","94.8","2020-08-25"
"Oued ZA","70.4","94.9","66.8","2019-08-25"
"Mohamed V","21.1","239.5","50.6","2020-08-25"
"Mohamed V","19","239.5","45.5","2019-08-25"
"Idriss 1er","66.9","1129.6","755.8","2020-08-25"
"Idriss 1er","82.5","1129.6","932","2019-08-25"
"Al Wahda","56.9","3522.25","2005.27","2020-08-25"
"Al Wahda","55.8","3522.25","1964.2","2019-08-25"
"El Kensera","29.9","216.4","64.8","2020-08-25"
"El Kensera","57.6","216.4","124.7","2019-08-25"
"Bin El Ouidane","23.4","1215.5","284.4","2020-08-25"
"Bin El Ouidane","49.7","1215.5","604","2019-08-25"
"Al Hanssali","15.1","668.2","100.6","2020-08-25"
"Al Hanssali","38","668.2","254.1","2019-08-25"
"Al Massira","14.9","2657","397.1","2020-08-25"
"Al Massira","18.9","2657","501.3","2019-08-25"
"Oued El Makhazine","86.9","672.9","584.9","2020-08-26"
"Oued El Makhazine","84.1","672.9","565.6","2019-08-26"
"Hassan II","28.7","392.3","112.4","2020-08-26"
"Hassan II","37.9","392.3","148.8","2019-08-26"
"Oued ZA","99.8","94.9","94.7","2020-08-26"
"Oued ZA","70.3","94.9","66.7","2019-08-26"
"Mohamed V","20.2","239.5","48.5","2020-08-26"
"Mohamed V","18.7","239.5","44.9","2019-08-26"
"Idriss 1er","66.9","1129.6","755.3","2020-08-26"
"Idriss 1er","82.2","1129.6","928.9","2019-08-26"
"Al Wahda","56.8","3522.25","2000","2020-08-26"
"Al Wahda","55.7","3522.25","1960.7","2019-08-26"
"El Kensera","29.6","216.4","64.1","2020-08-26"
"El Kensera","57.2","216.4","123.8","2019-08-26"
"Bin El Ouidane","23.3","1215.5","283.2","2020-08-26"
"Bin El Ouidane","49.5","1215.5","601.7","2019-08-26"
"Al Hanssali","14.6","668.2","97.8","2020-08-26"
"Al Hanssali","37.8","668.2","252.5","2019-08-26"
"Al Massira","14.9","2657","395.2","2020-08-26"
"Al Massira","18.8","2657","500.3","2019-08-26"
"Oued El Makhazine","86.7","672.9","583.5","2020-08-27"
"Oued El Makhazine","83.9","672.9","564.2","2019-08-27"
"Hassan II","28.7","392.3","112.4","2020-08-27"
"Hassan II","37.8","392.3","148.3","2019-08-27"
"Oued ZA","99.7","94.9","94.6","2020-08-27"
"Oued ZA","70.5","94.9","66.9","2019-08-27"
"Mohamed V","19.6","239.5","47","2020-08-27"
"Mohamed V","18.5","239.5","44.3","2019-08-27"
"Idriss 1er","66.7","1129.6","753.9","2020-08-27"
"Idriss 1er","82.1","1129.6","926.9","2019-08-27"
"Al Wahda","56.6","3522.25","1994.74","2020-08-27"
"Al Wahda","55.6","3522.25","1957.3","2019-08-27"
"El Kensera","29.3","216.4","63.4","2020-08-27"
"El Kensera","56.9","216.4","123.2","2019-08-27"
"Bin El Ouidane","23.3","1215.5","283.1","2020-08-27"
"Bin El Ouidane","49.3","1215.5","599.6","2019-08-27"
"Al Hanssali","14.2","668.2","94.8","2020-08-27"
"Al Hanssali","37.5","668.2","250.3","2019-08-27"
"Al Massira","14.8","2657","394","2020-08-27"
"Al Massira","18.7","2657","497","2019-08-27"
"Oued El Makhazine","86.5","672.9","582","2020-08-28"
"Oued El Makhazine","83.7","672.9","563.2","2019-08-28"
"Hassan II","28.7","392.3","112.4","2020-08-28"
"Hassan II","37.7","392.3","147.9","2019-08-28"
