"Name","Fill_rate","Normal_capacity","Reserve","Date"
"Mohamed V","37.7","239.5","90.3","2021-04-20"
"Mohamed V","68.8","239.5","164.9","2020-04-20"
"Idriss 1er","79.5","1129.6","898.6","2021-04-20"
"Idriss 1er","82.6","1129.6","932.5","2020-04-20"
"Al Wahda","74.4","3522.3","2621.5","2021-04-20"
"Al Wahda","60.9","3522.3","2144.5","2020-04-20"
"El Kensera","50.5","216.4","109.4","2021-04-20"
"El Kensera","49","216.4","106","2020-04-20"
"Bin El Ouidane","36.4","1215.5","442.3","2021-04-20"
"Bin El Ouidane","37.7","1215.5","458","2020-04-20"
"Al Hanssali","37.8","668.2","252.4","2021-04-20"
"Al Hanssali","27.3","668.2","182.3","2020-04-20"
"Al Massira","12.2","2657","324.6","2021-04-20"
"Al Massira","16.6","2657","441.3","2020-04-20"
"Oued El Makhazine","93.3","672.9","627.9","2021-04-21"
"Oued El Makhazine","100","672.9","672.9","2020-04-21"
"Hassan II","28.9","392.3","113.3","2021-04-21"
"Hassan II","30.6","392.3","119.9","2020-04-21"
"Oued ZA","71.9","94.9","68.3","2021-04-21"
"Oued ZA","100","94.9","94.9","2020-04-21"
"Mohamed V","38.1","239.5","91.3","2021-04-21"
"Mohamed V","73.7","239.5","176.5","2020-04-21"
"Idriss 1er","79.7","1129.6","900.6","2021-04-21"
"Idriss 1er","82.8","1129.6","935.6","2020-04-21"
"Al Wahda","74.4","3522.3","2620.5","2021-04-21"
"Al Wahda","61","3522.3","2149.1","2020-04-21"
"El Kensera","50.5","216.4","109.3","2021-04-21"
"El Kensera","49","216.4","106","2020-04-21"
"Bin El Ouidane","36.4","1215.5","442.5","2021-04-21"
"Bin El Ouidane","37.8","1215.5","459.4","2020-04-21"
"Al Hanssali","37.9","668.2","253.3","2021-04-21"
"Al Hanssali","27.3","668.2","182.4","2020-04-21"
"Al Massira","12.2","2657","324.2","2021-04-21"
"Al Massira","16.6","2657","441.3","2020-04-21"
"Oued El Makhazine","93.3","672.9","627.6","2021-04-22"
"Oued El Makhazine","100","672.9","672.9","2020-04-22"
"Hassan II","28.9","392.3","113.3","2021-04-22"
"Hassan II","30.6","392.3","119.9","2020-04-22"
"Oued ZA","72","94.9","68.3","2021-04-22"
"Oued ZA","100","94.9","94.9","2020-04-22"
"Mohamed V","37.9","239.5","90.7","2021-04-22"
"Mohamed V","75.6","239.5","181","2020-04-22"
"Idriss 1er","79.6","1129.6","899.1","2021-04-22"
"Idriss 1er","83.1","1129.6","938.1","2020-04-22"
"Al Wahda","74.4","3522.3","2619.5","2021-04-22"
"Al Wahda","61.3","3522.3","2159.2","2020-04-22"
"El Kensera","50.5","216.4","109.2","2021-04-22"
"El Kensera","49","216.4","106","2020-04-22"
"Bin El Ouidane","36.8","1215.5","446.9","2021-04-22"
"Bin El Ouidane","37.8","1215.5","460","2020-04-22"
"Al Hanssali","37.8","668.2","252.3","2021-04-22"
"Al Hanssali","27.4","668.2","183","2020-04-22"
"Al Massira","12.2","2657","323.9","2021-04-22"
"Al Massira","16.7","2657","443","2020-04-22"
"Oued El Makhazine","93.2","672.9","626.9","2021-04-23"
"Oued El Makhazine","100","672.9","672.9","2020-04-23"
"Hassan II","28.8","392.3","113.2","2021-04-23"
"Hassan II","30.6","392.3","119.9","2020-04-23"
"Oued ZA","72","94.9","68.4","2021-04-23"
"Oued ZA","100","94.9","94.9","2020-04-23"
"Mohamed V","37.7","239.5","90.3","2021-04-23"
"Mohamed V","76.4","239.5","182.9","2020-04-23"
"Idriss 1er","79.5","1129.6","898","2021-04-23"
"Idriss 1er","83.1","1129.6","939.1","2020-04-23"
"Al Wahda","74.3","3522.3","2618.5","2021-04-23"
"Al Wahda","61.7","3522.3","2172","2020-04-23"
"El Kensera","50.4","216.4","109.1","2021-04-23"
"El Kensera","48.8","216.4","105.7","2020-04-23"
"Bin El Ouidane","36.9","1215.5","448.6","2021-04-23"
"Bin El Ouidane","37.8","1215.5","459.6","2020-04-23"
"Al Hanssali","37.6","668.2","251.4","2021-04-23"
"Al Hanssali","27.3","668.2","182.7","2020-04-23"
"Al Massira","12.2","2657","324.6","2021-04-23"
"Al Massira","16.7","2657","442.6","2020-04-23"
"Oued El Makhazine","93.1","672.9","626.2","2021-04-24"
"Oued El Makhazine","100","672.9","672.9","2020-04-24"
"Hassan II","28.8","392.3","113.2","2021-04-24"
"Hassan II","30.6","392.3","119.9","2020-04-24"
"Oued ZA","72.1","94.9","68.4","2021-04-24"
"Oued ZA","100","94.9","94.9","2020-04-24"
"Mohamed V","37.8","239.5","90.5","2021-04-24"
"Mohamed V","76.7","239.5","183.7","2020-04-24"
"Idriss 1er","79.4","1129.6","897","2021-04-24"
"Idriss 1er","83.4","1129.6","942.2","2020-04-24"
"Al Wahda","74.3","3522.3","2617.5","2021-04-24"
"Al Wahda","61.9","3522.3","2179.3","2020-04-24"
"El Kensera","50.6","216.4","109.6","2021-04-24"
"El Kensera","48.8","216.4","105.6","2020-04-24"
"Bin El Ouidane","36.9","1215.5","448.6","2021-04-24"
"Bin El Ouidane","37.8","1215.5","459.4","2020-04-24"
"Al Hanssali","37.5","668.2","250.6","2021-04-24"
"Al Hanssali","27.3","668.2","182.2","2020-04-24"
"Al Massira","12.2","2657","324.2","2021-04-24"
"Al Massira","16.6","2657","441.3","2020-04-24"
"Oued El Makhazine","93","672.9","625.8","2021-04-25"
"Oued El Makhazine","100","672.9","672.9","2020-04-25"
"Hassan II","28.8","392.3","113.2","2021-04-25"
"Hassan II","30.6","392.3","119.9","2020-04-25"
"Oued ZA","72.2","94.9","68.5","2021-04-25"
"Oued ZA","100","94.9","94.9","2020-04-25"
"Mohamed V","37.8","239.5","90.5","2021-04-25"
"Mohamed V","76.4","239.5","182.9","2020-04-25"
"Idriss 1er","79.4","1129.6","896.5","2021-04-25"
"Idriss 1er","83.4","1129.6","942.2","2020-04-25"
"Al Wahda","74.3","3522.3","2618.5","2021-04-25"
"Al Wahda","62","3522.3","2184.8","2020-04-25"
"El Kensera","50.3","216.4","108.9","2021-04-25"
"El Kensera","48.8","216.4","105.6","2020-04-25"
"Bin El Ouidane","37","1215.5","450","2021-04-25"
"Bin El Ouidane","37.7","1215.5","458.8","2020-04-25"
"Al Hanssali","37.5","668.2","250.6","2021-04-25"
"Al Hanssali","27.4","668.2","183.1","2020-04-25"
"Al Massira","12.2","2657","324.9","2021-04-25"
"Al Massira","16.5","2657","439.6","2020-04-25"
"Oued El Makhazine","93","672.9","625.8","2021-04-26"
"Oued El Makhazine","100","672.9","672.9","2020-04-26"
"Hassan II","28.8","392.3","113.1","2021-04-26"
"Hassan II","30.6","392.3","119.9","2020-04-26"
"Oued ZA","72.2","94.9","68.5","2021-04-26"
"Oued ZA","100","94.9","94.9","2020-04-26"
"Mohamed V","37.7","239.5","90.3","2021-04-26"
"Mohamed V","76.4","239.5","182.9","2020-04-26"
"Idriss 1er","79.4","1129.6","896.5","2021-04-26"
"Idriss 1er","83.4","1129.6","942.2","2020-04-26"
"Al Wahda","74.3","3522.3","2617.5","2021-04-26"
"Al Wahda","62","3522.3","2184.8","2020-04-26"
"El Kensera","50.3","216.4","108.8","2021-04-26"
"El Kensera","48.8","216.4","105.6","2020-04-26"
"Bin El Ouidane","37.1","1215.5","450.6","2021-04-26"
"Bin El Ouidane","37.7","1215.5","458.8","2020-04-26"
"Al Hanssali","37.3","668.2","249.1","2021-04-26"
"Al Hanssali","27.4","668.2","183.1","2020-04-26"
"Al Massira","12.3","2657","327","2021-04-26"
"Al Massira","16.5","2657","439.6","2020-04-26"
"Oued El Makhazine","93","672.9","625.8","2021-04-27"
"Oued El Makhazine","99.2","672.9","667.8","2020-04-27"
"Hassan II","28.8","392.3","113.1","2021-04-27"
"Hassan II","30.6","392.3","119.9","2020-04-27"
"Oued ZA","72.3","94.9","68.6","2021-04-27"
"Oued ZA","100","94.9","94.9","2020-04-27"
"Mohamed V","37.5","239.5","89.9","2021-04-27"
"Mohamed V","79.4","239.5","190.3","2020-04-27"
"Idriss 1er","79.4","1129.6","897","2021-04-27"
"Idriss 1er","84.3","1129.6","952.5","2020-04-27"
"Al Wahda","74.3","3522.3","2617.5","2021-04-27"
"Al Wahda","62.7","3522.3","2208.7","2020-04-27"
"El Kensera","50.3","216.4","108.8","2021-04-27"
"El Kensera","49.3","216.4","106.7","2020-04-27"
"Bin El Ouidane","37.3","1215.5","452.8","2021-04-27"
"Bin El Ouidane","38","1215.5","461.4","2020-04-27"
"Al Hanssali","37.3","668.2","248.9","2021-04-27"
"Al Hanssali","28.1","668.2","187.6","2020-04-27"
"Al Massira","12.3","2657","327","2021-04-27"
"Al Massira","16.9","2657","450","2020-04-27"
"Oued El Makhazine","93.3","672.9","627.6","2021-04-28"
"Oued El Makhazine","99.2","672.9","667.8","2020-04-28"
"Hassan II","28.8","392.3","113.1","2021-04-28"
"Hassan II","30.6","392.3","119.9","2020-04-28"
"Oued ZA","72.4","94.9","68.7","2021-04-28"
"Oued ZA","100","94.9","94.9","2020-04-28"
"Mohamed V","36.4","239.5","87.3","2021-04-28"
"Mohamed V","79.4","239.5","190.3","2020-04-28"
"Idriss 1er","79.3","1129.6","895.5","2021-04-28"
"Idriss 1er","84.3","1129.6","952.5","2020-04-28"
"Al Wahda","74.3","3522.3","2616.4","2021-04-28"
"Al Wahda","62.7","3522.3","2208.7","2020-04-28"
"El Kensera","50.2","216.4","108.7","2021-04-28"
"El Kensera","49.3","216.4","106.7","2020-04-28"
"Bin El Ouidane","37.3","1215.5","453.8","2021-04-28"
"Bin El Ouidane","38","1215.5","461.4","2020-04-28"
"Al Hanssali","37","668.2","247.3","2021-04-28"
"Al Hanssali","28.1","668.2","187.6","2020-04-28"
"Al Massira","12.3","2657","326.3","2021-04-28"
"Al Massira","16.9","2657","450","2020-04-28"
"Oued El Makhazine","93.4","672.9","628.6","2021-04-29"
"Oued El Makhazine","97.8","672.9","658","2020-04-29"
"Hassan II","28.8","392.3","113.1","2021-04-29"
"Hassan II","30.6","392.3","119.9","2020-04-29"
"Oued ZA","72.4","94.9","68.7","2021-04-29"
"Oued ZA","100","94.9","94.9","2020-04-29"
"Mohamed V","36","239.5","86.3","2021-04-29"
"Mohamed V","79.6","239.5","190.7","2020-04-29"
"Idriss 1er","79.2","1129.6","895","2021-04-29"
"Idriss 1er","84.9","1129.6","959.2","2020-04-29"
"Al Wahda","74.3","3522.3","2616.4","2021-04-29"
"Al Wahda","63.1","3522.3","2223.4","2020-04-29"
"El Kensera","50.2","216.4","108.7","2021-04-29"
"El Kensera","49.3","216.4","106.8","2020-04-29"
"Bin El Ouidane","37.4","1215.5","454.6","2021-04-29"
"Bin El Ouidane","38.1","1215.5","463.4","2020-04-29"
"Al Hanssali","36.9","668.2","246.8","2021-04-29"
"Al Hanssali","28.2","668.2","188.4","2020-04-29"
"Al Massira","12.3","2657","326.3","2021-04-29"
"Al Massira","17","2657","452.2","2020-04-29"
"Oued El Makhazine","93.4","672.9","628.3","2021-04-30"
"Oued El Makhazine","97.8","672.9","658","2020-04-30"
"Hassan II","28.8","392.3","113.1","2021-04-30"
"Hassan II","30.6","392.3","119.9","2020-04-30"
"Oued ZA","72.3","94.9","68.6","2021-04-30"
"Oued ZA","100","94.9","94.9","2020-04-30"
"Mohamed V","35.4","239.5","84.8","2021-04-30"
"Mohamed V","79.6","239.5","190.7","2020-04-30"
"Idriss 1er","79.2","1129.6","895","2021-04-30"
"Idriss 1er","84.9","1129.6","959.2","2020-04-30"
"Al Wahda","74.3","3522.3","2616.4","2021-04-30"
"Al Wahda","63.1","3522.3","2223.4","2020-04-30"
"El Kensera","50.2","216.4","108.6","2021-04-30"
"El Kensera","49.3","216.4","106.8","2020-04-30"
"Bin El Ouidane","37.5","1215.5","455.4","2021-04-30"
"Bin El Ouidane","38.1","1215.5","463.4","2020-04-30"
"Al Hanssali","36.7","668.2","245.4","2021-04-30"
"Al Hanssali","28.2","668.2","188.4","2020-04-30"
"Al Massira","12.3","2657","328.1","2021-04-30"
"Al Massira","17","2657","452.2","2020-04-30"
"Oued El Makhazine","93.4","672.9","628.3","2021-05-01"
"Oued El Makhazine","97.8","672.9","658","2020-05-01"
"Hassan II","28.8","392.3","112.9","2021-05-01"
"Hassan II","30.6","392.3","119.9","2020-05-01"
"Oued ZA","72.4","94.9","68.7","2021-05-01"
"Oued ZA","100","94.9","94.9","2020-05-01"
"Mohamed V","36.2","239.5","86.7","2021-05-01"
"Mohamed V","79.6","239.5","190.7","2020-05-01"
"Idriss 1er","79.1","1129.6","894","2021-05-01"
"Idriss 1er","84.9","1129.6","959.2","2020-05-01"
"Al Wahda","74.3","3522.3","2617.5","2021-05-01"
"Al Wahda","63.1","3522.3","2223.4","2020-05-01"
"El Kensera","50.2","216.4","108.7","2021-05-01"
"El Kensera","49.3","216.4","106.8","2020-05-01"
"Bin El Ouidane","37.2","1215.5","452.6","2021-05-01"
"Bin El Ouidane","38.1","1215.5","463.4","2020-05-01"
"Al Hanssali","36.6","668.2","244.3","2021-05-01"
"Al Hanssali","28.2","668.2","188.4","2020-05-01"
"Al Massira","12.3","2657","327.4","2021-05-01"
"Al Massira","17","2657","452.2","2020-05-01"
"Oued El Makhazine","93.4","672.9","628.6","2021-05-02"
"Oued El Makhazine","97.8","672.9","658","2020-05-02"
"Hassan II","28.8","392.3","112.9","2021-05-02"
"Hassan II","30.6","392.3","119.9","2020-05-02"
"Oued ZA","72.4","94.9","68.7","2021-05-02"
"Oued ZA","100","94.9","94.9","2020-05-02"
"Mohamed V","37","239.5","88.7","2021-05-02"
"Mohamed V","79.6","239.5","190.7","2020-05-02"
"Idriss 1er","78.9","1129.6","891","2021-05-02"
"Idriss 1er","84.9","1129.6","959.2","2020-05-02"
"Al Wahda","74.3","3522.3","2618.5","2021-05-02"
"Al Wahda","63.1","3522.3","2223.4","2020-05-02"
"El Kensera","50","216.4","108.2","2021-05-02"
"El Kensera","49.3","216.4","106.8","2020-05-02"
"Bin El Ouidane","37.1","1215.5","451.4","2021-05-02"
"Bin El Ouidane","38.1","1215.5","463.4","2020-05-02"
"Al Hanssali","36.5","668.2","243.8","2021-05-02"
"Al Hanssali","28.2","668.2","188.4","2020-05-02"
"Al Massira","12.3","2657","327.4","2021-05-02"
"Al Massira","17","2657","452.2","2020-05-02"
"Oued El Makhazine","93.5","672.9","629","2021-05-03"
"Oued El Makhazine","97.8","672.9","658.4","2020-05-03"
"Hassan II","28.8","392.3","112.9","2021-05-03"
"Hassan II","30.5","392.3","119.8","2020-05-03"
"Oued ZA","72.4","94.9","68.7","2021-05-03"
"Oued ZA","100","94.9","94.9","2020-05-03"
"Mohamed V","37.1","239.5","88.9","2021-05-03"
"Mohamed V","78.9","239.5","189.1","2020-05-03"
"Idriss 1er","79.1","1129.6","893","2021-05-03"
"Idriss 1er","85.3","1129.6","963.3","2020-05-03"
"Al Wahda","74.4","3522.3","2619.5","2021-05-03"
"Al Wahda","63.5","3522.3","2236.2","2020-05-03"
"El Kensera","50.2","216.4","108.6","2021-05-03"
"El Kensera","49.2","216.4","106.4","2020-05-03"
"Bin El Ouidane","37","1215.5","450","2021-05-03"
"Bin El Ouidane","38.4","1215.5","466.5","2020-05-03"
"Al Hanssali","36.2","668.2","241.9","2021-05-03"
"Al Hanssali","28.1","668.2","187.8","2020-05-03"
"Al Massira","12.3","2657","327.7","2021-05-03"
"Al Massira","17","2657","451.3","2020-05-03"
"Oued El Makhazine","93.5","672.9","629","2021-05-04"
"Oued El Makhazine","97.8","672.9","658","2020-05-04"
"Hassan II","28.8","392.3","112.9","2021-05-04"
"Hassan II","30.5","392.3","119.8","2020-05-04"
"Oued ZA","72.3","94.9","68.6","2021-05-04"
"Oued ZA","100","94.9","94.9","2020-05-04"
"Mohamed V","37.3","239.5","89.3","2021-05-04"
"Mohamed V","78.5","239.5","187.9","2020-05-04"
"Idriss 1er","79","1129.6","892","2021-05-04"
"Idriss 1er","85.6","1129.6","966.5","2020-05-04"
"Al Wahda","74.4","3522.3","2619.5","2021-05-04"
"Al Wahda","63.5","3522.3","2236.2","2020-05-04"
"El Kensera","50.1","216.4","108.5","2021-05-04"
"El Kensera","49.1","216.4","106.3","2020-05-04"
"Bin El Ouidane","36.9","1215.5","448.6","2021-05-04"
"Bin El Ouidane","38.4","1215.5","466.5","2020-05-04"
"Al Hanssali","36.1","668.2","241.2","2021-05-04"
"Al Hanssali","28","668.2","186.9","2020-05-04"
"Al Massira","12.3","2657","327","2021-05-04"
"Al Massira","17","2657","450.9","2020-05-04"
"Oued El Makhazine","93.5","672.9","629","2021-05-05"
"Oued El Makhazine","97.9","672.9","658.7","2020-05-05"
"Hassan II","28.8","392.3","112.8","2021-05-05"
"Hassan II","30.5","392.3","119.8","2020-05-05"
"Oued ZA","72.6","94.9","68.9","2021-05-05"
"Oued ZA","100","94.9","94.9","2020-05-05"
"Mohamed V","36.8","239.5","88.1","2021-05-05"
"Mohamed V","78.3","239.5","187.5","2020-05-05"
"Idriss 1er","78.8","1129.6","890","2021-05-05"
"Idriss 1er","85.5","1129.6","965.9","2020-05-05"
"Al Wahda","74.4","3522.3","2620.5","2021-05-05"
"Al Wahda","63.5","3522.3","2236.2","2020-05-05"
"El Kensera","50.1","216.4","108.5","2021-05-05"
"El Kensera","49.1","216.4","106.3","2020-05-05"
"Bin El Ouidane","36.8","1215.5","447.7","2021-05-05"
"Bin El Ouidane","38.5","1215.5","467.9","2020-05-05"
"Al Hanssali","35.8","668.2","239.4","2021-05-05"
"Al Hanssali","28.1","668.2","187.5","2020-05-05"
"Al Massira","12.3","2657","325.6","2021-05-05"
"Al Massira","17","2657","450.9","2020-05-05"
"Oued El Makhazine","93.5","672.9","629","2021-05-06"
"Oued El Makhazine","98","672.9","659.1","2020-05-06"
"Hassan II","28.9","392.3","113.5","2021-05-06"
"Hassan II","30.5","392.3","119.8","2020-05-06"
"Oued ZA","73.5","94.9","69.7","2021-05-06"
"Oued ZA","100","94.9","94.9","2020-05-06"
"Mohamed V","36.4","239.5","87.1","2021-05-06"
"Mohamed V","78.1","239.5","187.1","2020-05-06"
"Idriss 1er","78.7","1129.6","889","2021-05-06"
"Idriss 1er","85.5","1129.6","965.9","2020-05-06"
"Al Wahda","74.4","3522.3","2621.5","2021-05-06"
"Al Wahda","63.7","3522.3","2242.7","2020-05-06"
"El Kensera","50.1","216.4","108.4","2021-05-06"
"El Kensera","49.1","216.4","106.2","2020-05-06"
"Bin El Ouidane","36.7","1215.5","446.7","2021-05-06"
"Bin El Ouidane","38.4","1215.5","466.5","2020-05-06"
"Al Hanssali","35.7","668.2","238.7","2021-05-06"
"Al Hanssali","28.2","668.2","188.4","2020-05-06"
"Al Massira","12.2","2657","324.6","2021-05-06"
"Al Massira","17","2657","450.4","2020-05-06"
"Oued El Makhazine","93.4","672.9","628.6","2021-05-07"
"Oued El Makhazine","98","672.9","659.5","2020-05-07"
"Hassan II","29","392.3","113.9","2021-05-07"
"Hassan II","30.5","392.3","119.8","2020-05-07"
"Oued ZA","87.3","94.9","82.8","2021-05-07"
"Oued ZA","100","94.9","94.9","2020-05-07"
"Mohamed V","37.4","239.5","89.5","2021-05-07"
"Mohamed V","77.6","239.5","186","2020-05-07"
"Idriss 1er","78.7","1129.6","889.5","2021-05-07"
"Idriss 1er","84.9","1129.6","959.2","2020-05-07"
"Al Wahda","74.5","3522.3","2622.6","2021-05-07"
"Al Wahda","63.7","3522.3","2244.6","2020-05-07"
"El Kensera","50","216.4","108.2","2021-05-07"
"El Kensera","49","216.4","106.1","2020-05-07"
"Bin El Ouidane","36.7","1215.5","445.9","2021-05-07"
"Bin El Ouidane","38.4","1215.5","466.5","2020-05-07"
"Al Hanssali","35.5","668.2","237.5","2021-05-07"
"Al Hanssali","28","668.2","186.9","2020-05-07"
"Al Massira","12.2","2657","323.2","2021-05-07"
"Al Massira","16.9","2657","448.3","2020-05-07"
"Oued El Makhazine","93.4","672.9","628.3","2021-05-08"
"Oued El Makhazine","98","672.9","659.5","2020-05-08"
"Hassan II","29.1","392.3","114","2021-05-08"
"Hassan II","30.5","392.3","119.8","2020-05-08"
"Oued ZA","90.9","94.9","86.2","2021-05-08"
"Oued ZA","100","94.9","94.9","2020-05-08"
"Mohamed V","38.2","239.5","91.5","2021-05-08"
"Mohamed V","76.5","239.5","183.3","2020-05-08"
"Idriss 1er","78.7","1129.6","889","2021-05-08"
"Idriss 1er","84.7","1129.6","956.6","2020-05-08"
"Al Wahda","74.5","3522.3","2623.6","2021-05-08"
"Al Wahda","63.8","3522.3","2246.4","2020-05-08"
"El Kensera","50","216.4","108.1","2021-05-08"
"El Kensera","49","216.4","106.1","2020-05-08"
"Bin El Ouidane","36.6","1215.5","444.3","2021-05-08"
"Bin El Ouidane","37.9","1215.5","460.4","2020-05-08"
"Al Hanssali","35.4","668.2","236.6","2021-05-08"
"Al Hanssali","27.8","668.2","186","2020-05-08"
"Al Massira","12.1","2657","322.2","2021-05-08"
"Al Massira","16.7","2657","443","2020-05-08"
"Oued El Makhazine","93.3","672.9","627.9","2021-05-09"
"Oued El Makhazine","98","672.9","659.5","2020-05-09"
"Hassan II","29.1","392.3","114","2021-05-09"
"Hassan II","30.5","392.3","119.8","2020-05-09"
"Oued ZA","90.5","94.9","85.9","2021-05-09"
"Oued ZA","100","94.9","94.9","2020-05-09"
"Mohamed V","38.9","239.5","93.2","2021-05-09"
"Mohamed V","75.9","239.5","181.7","2020-05-09"
"Idriss 1er","78.7","1129.6","889","2021-05-09"
"Idriss 1er","84.4","1129.6","953.5","2020-05-09"
"Al Wahda","74.5","3522.3","2624.6","2021-05-09"
"Al Wahda","63.8","3522.3","2245.5","2020-05-09"
"El Kensera","50","216.4","108.1","2021-05-09"
"El Kensera","48.8","216.4","105.6","2020-05-09"
"Bin El Ouidane","36.5","1215.5","443.5","2021-05-09"
"Bin El Ouidane","37.6","1215.5","456.6","2020-05-09"
"Al Hanssali","35.3","668.2","236","2021-05-09"
"Al Hanssali","27.7","668.2","185.1","2020-05-09"
"Al Massira","12.1","2657","322.2","2021-05-09"
"Al Massira","16.6","2657","441.3","2020-05-09"
"Oued El Makhazine","93.3","672.9","627.6","2021-05-10"
"Oued El Makhazine","98","672.9","659.5","2020-05-10"
"Hassan II","29.1","392.3","114","2021-05-10"
"Hassan II","30.5","392.3","119.8","2020-05-10"
"Oued ZA","90.5","94.9","85.9","2021-05-10"
"Oued ZA","100","94.9","94.9","2020-05-10"
"Mohamed V","38.7","239.5","92.8","2021-05-10"
"Mohamed V","74.3","239.5","178","2020-05-10"
"Idriss 1er","78.7","1129.6","888.5","2021-05-10"
"Idriss 1er","84.4","1129.6","953","2020-05-10"
"Al Wahda","74.5","3522.3","2624.6","2021-05-10"
"Al Wahda","63.7","3522.3","2244.6","2020-05-10"
"El Kensera","50","216.4","108.1","2021-05-10"
"El Kensera","48.2","216.4","104.3","2020-05-10"
"Bin El Ouidane","36.5","1215.5","443.7","2021-05-10"
"Bin El Ouidane","37.1","1215.5","451","2020-05-10"
"Al Hanssali","35.3","668.2","235.8","2021-05-10"
"Al Hanssali","27.5","668.2","183.9","2020-05-10"
"Al Massira","12.2","2657","323.2","2021-05-10"
"Al Massira","16.5","2657","438.3","2020-05-10"
"Oued El Makhazine","93.3","672.9","627.6","2021-05-11"
"Oued El Makhazine","98","672.9","659.1","2020-05-11"
"Hassan II","29.1","392.3","114","2021-05-11"
"Hassan II","30.5","392.3","119.8","2020-05-11"
"Oued ZA","90.5","94.9","85.9","2021-05-11"
"Oued ZA","100","94.9","94.9","2020-05-11"
"Mohamed V","38.9","239.5","93.2","2021-05-11"
"Mohamed V","72.6","239.5","173.9","2020-05-11"
"Idriss 1er","78.4","1129.6","885.5","2021-05-11"
"Idriss 1er","84.4","1129.6","953","2020-05-11"
